,c_name,d_name,cdr_hat,cdr_all,cluster,c_cluster,d_cluster
886,c2_21,d2_7,0.925422,0.925422,1,1,1
887,c2_21,d2_8,0.924977,0.924977,1,1,1
888,c2_21,d2_9,0.946401,0.946401,1,1,1
889,c2_21,d2_10,0.94747,0.94747,1,1,1
890,c2_21,d0_1,0.081318,0.024121 & 0.138515,0 & 1,1,0
891,c2_21,d0_2,0.1272575,0.0454 & 0.209115,0 & 1,1,0
892,c2_21,d0_3,0.12298100000000001,0.005944 & 0.240018,0 & 1,1,0
893,c2_21,d0_4,0.1123435,0.007215 & 0.217472,0 & 1,1,0
894,c2_21,d0_5,0.103579,0.015209 & 0.191949,0 & 1,1,0
895,c2_21,d0_6,0.07649650000000001,0.029444 & 0.123549,0 & 1,1,0
896,c2_21,d0_7,0.115118,0.012838 & 0.217398,0 & 1,1,0
897,c2_21,d0_8,0.0998165,0.024401 & 0.175232,0 & 1,1,0
898,c2_21,d0_9,0.0397035,0.005564 & 0.073843,0 & 1,1,0
899,c2_21,d0_10,0.0421845,0.025271 & 0.059098,0 & 1,1,0
900,c0_54,d1_1,0.0098195,0.013123 & 0.006516,0 & 2,0,2
901,c0_54,d1_2,0.249252,0.015796 & 0.482708,0 & 2,0,2
902,c0_54,d1_3,0.026450500000000002,0.015959 & 0.036942,0 & 2,0,2
903,c0_54,d1_4,0.0031019999999999997,0.004685 & 0.001519,0 & 2,0,2
904,c0_54,d1_5,0.016774,0.000568 & 0.03298,0 & 2,0,2
905,c0_54,d1_6,0.0522985,0.034397 & 0.0702,0 & 2,0,2
906,c0_54,d1_7,0.0082255,0.015605 & 0.000846,0 & 2,0,2
907,c0_54,d1_8,0.0316115,0.061461 & 0.001762,0 & 2,0,2
908,c0_54,d1_9,0.029744,0.032971 & 0.026517,0 & 2,0,2
909,c0_54,d1_10,0.0396395,0.078835 & 0.000444,0 & 2,0,2
910,c0_54,d2_1,0.1696935,0.049894 & 0.289493,0 & 1,0,1
911,c0_54,d2_2,0.08916,0.052573 & 0.125747,0 & 1,0,1
912,c0_54,d2_3,0.007767,0.003195 & 0.012339,0 & 1,0,1
913,c0_54,d2_4,0.052503,0.010279 & 0.094727,0 & 1,0,1
914,c0_54,d2_5,0.031421,0.015414 & 0.047428,0 & 1,0,1
915,c0_54,d2_6,0.07610600000000001,0.055689 & 0.096523,0 & 1,0,1
916,c0_54,d2_7,0.145268,0.065254 & 0.225282,0 & 1,0,1
917,c0_54,d2_8,0.1141925,0.026903 & 0.201482,0 & 1,0,1
918,c0_54,d2_9,0.0936465,0.008489 & 0.178804,0 & 1,0,1
919,c0_54,d2_10,0.0250495,0.01752 & 0.032579,0 & 1,0,1
920,c0_54,d0_1,0.999243,0.999243,0,0,0
921,c0_54,d0_2,0.999775,0.999775,0,0,0
922,c0_54,d0_3,0.997285,0.997285,0,0,0
923,c0_54,d0_4,0.997907,0.997907,0,0,0
924,c0_54,d0_5,0.998605,0.998605,0,0,0
925,c0_54,d0_6,0.999326,0.999326,0,0,0
926,c0_54,d0_7,0.998172,0.998172,0,0,0
927,c0_54,d0_8,0.999191,0.999191,0,0,0
928,c0_54,d0_9,0.997363,0.997363,0,0,0
929,c0_54,d0_10,0.999031,0.999031,0,0,0
930,c0_23,d1_1,0.0002845,0.000569 & 0.0,0 & 2,0,2
931,c0_23,d1_2,0.000279,0.000558 & 0.0,0 & 2,0,2
932,c0_23,d1_3,0.000271,0.000542 & 0.0,0 & 2,0,2
933,c0_23,d1_4,7e-05,0.00014 & 0.0,0 & 2,0,2
934,c0_23,d1_5,8.5e-06,1.7e-05 & 0.0,0 & 2,0,2
935,c0_23,d1_6,0.0008225,0.001645 & 0.0,0 & 2,0,2
936,c0_23,d1_7,0.000354,0.000708 & 0.0,0 & 2,0,2
937,c0_23,d1_8,0.002539,0.005078 & 0.0,0 & 2,0,2
938,c0_23,d1_9,0.0008065,0.001613 & 0.0,0 & 2,0,2
939,c0_23,d1_10,0.002093,0.004186 & 0.0,0 & 2,0,2
940,c0_23,d2_1,0.001369,0.002736 & 2e-06,0 & 1,0,1
941,c0_23,d2_2,0.0027145,0.005428 & 1e-06,0 & 1,0,1
942,c0_23,d2_3,6.6e-05,0.000132 & 0.0,0 & 1,0,1
943,c0_23,d2_4,0.00018950000000000003,0.000378 & 1e-06,0 & 1,0,1
944,c0_23,d2_5,0.00026149999999999996,0.00052 & 3e-06,0 & 1,0,1
945,c0_23,d2_6,0.0015085,0.002996 & 2.1e-05,0 & 1,0,1
946,c0_23,d2_7,0.0017,0.0034 & 0.0,0 & 1,0,1
947,c0_23,d2_8,0.0005705,0.001139 & 2e-06,0 & 1,0,1
948,c0_23,d2_9,0.0001425,0.000285 & 0.0,0 & 1,0,1
949,c0_23,d2_10,0.000345,0.000593 & 9.7e-05,0 & 1,0,1
950,c0_23,d0_1,0.999808,0.999808,0,0,0
951,c0_23,d0_2,0.999943,0.999943,0,0,0
952,c0_23,d0_3,0.999384,0.999384,0,0,0
953,c0_23,d0_4,0.999479,0.999479,0,0,0
954,c0_23,d0_5,0.999661,0.999661,0,0,0
955,c0_23,d0_6,0.999829,0.999829,0,0,0
956,c0_23,d0_7,0.999585,0.999585,0,0,0
957,c0_23,d0_8,0.999794,0.999794,0,0,0
958,c0_23,d0_9,0.999329,0.999329,0,0,0
959,c0_23,d0_10,0.99978,0.99978,0,0,0
960,c2_13,d1_1,0.006432500000000001,0.012852 & 1.3e-05,1 & 2,1,2
961,c2_13,d1_2,0.0420295,0.082604 & 0.001455,1 & 2,1,2
962,c2_13,d1_3,0.0276265,0.047541 & 0.007712,1 & 2,1,2
963,c2_13,d1_4,0.0328325,0.065633 & 3.2e-05,1 & 2,1,2
964,c2_13,d1_5,0.0202955,0.040252 & 0.000339,1 & 2,1,2
965,c2_13,d1_6,0.037441,0.074675 & 0.000207,1 & 2,1,2
966,c2_13,d1_7,0.0014235,0.002837 & 1e-05,1 & 2,1,2
967,c2_13,d1_8,0.001631,0.003213 & 4.9e-05,1 & 2,1,2
968,c2_13,d1_9,0.028539,0.056162 & 0.000916,1 & 2,1,2
969,c2_13,d1_10,0.014185000000000001,0.028292 & 7.8e-05,1 & 2,1,2
970,c2_13,d2_1,0.94369,0.94369,1,1,1
971,c2_13,d2_2,0.971761,0.971761,1,1,1
972,c2_13,d2_3,0.434213,0.434213,1,1,1
973,c2_13,d2_4,0.952845,0.952845,1,1,1
974,c2_13,d2_5,0.838219,0.838219,1,1,1
975,c2_13,d2_6,0.995778,0.995778,1,1,1
976,c2_13,d2_7,0.938729,0.938729,1,1,1
977,c2_13,d2_8,0.930537,0.930537,1,1,1
978,c2_13,d2_9,0.95069,0.95069,1,1,1
979,c2_13,d2_10,0.951678,0.951678,1,1,1
980,c2_13,d0_1,0.095992,0.086699 & 0.105285,0 & 1,1,0
981,c2_13,d0_2,0.179871,0.101353 & 0.258389,0 & 1,1,0
982,c2_13,d0_3,0.1577335,0.124913 & 0.190554,0 & 1,1,0
983,c2_13,d0_4,0.209807,0.136312 & 0.283302,0 & 1,1,0
984,c2_13,d0_5,0.183441,0.110624 & 0.256258,0 & 1,1,0
985,c2_13,d0_6,0.128388,0.087021 & 0.169755,0 & 1,1,0
986,c2_13,d0_7,0.211815,0.162016 & 0.261614,0 & 1,1,0
987,c2_13,d0_8,0.14331100000000002,0.065864 & 0.220758,0 & 1,1,0
988,c2_13,d0_9,0.05169,0.048245 & 0.055135,0 & 1,1,0
989,c2_13,d0_10,0.08946950000000001,0.133223 & 0.045716,0 & 1,1,0
990,c1_31,d1_1,0.999998,0.999998,2,1 & 2,2
991,c1_31,d1_2,0.99999,0.99999,2,1 & 2,2
992,c1_31,d1_3,0.999986,0.999986,2,1 & 2,2
993,c1_31,d1_4,0.983818,0.983818,2,1 & 2,2
994,c1_31,d1_5,0.999971,0.999971,2,1 & 2,2
995,c1_31,d1_6,0.99995,0.99995,2,1 & 2,2
996,c1_31,d1_7,0.999183,0.999183,2,1 & 2,2
997,c1_31,d1_8,0.994807,0.994807,2,1 & 2,2
998,c1_31,d1_9,0.999999,0.999999,2,1 & 2,2
999,c1_31,d1_10,0.999479,0.999479,2,1 & 2,2
1000,c1_31,d2_1,0.995349,0.995349,1,1 & 2,1
1001,c1_31,d2_2,0.999932,0.999932,1,1 & 2,1
1002,c1_31,d2_3,0.999833,0.999833,1,1 & 2,1
1003,c1_31,d2_4,0.998619,0.998619,1,1 & 2,1
1004,c1_31,d2_5,0.999588,0.999588,1,1 & 2,1
1005,c1_31,d2_6,0.999894,0.999894,1,1 & 2,1
1006,c1_31,d2_7,0.99997,0.99997,1,1 & 2,1
1007,c1_31,d2_8,0.994995,0.994995,1,1 & 2,1
1008,c1_31,d2_9,0.999434,0.999434,1,1 & 2,1
1009,c1_31,d2_10,0.99939,0.99939,1,1 & 2,1
1010,c1_31,d0_1,0.04008933333333334,0.014214 & 0.103829 & 0.002225,0 & 1 & 2,1 & 2,0
1011,c1_31,d0_2,0.107101,0.026442 & 0.169993 & 0.124868,0 & 1 & 2,1 & 2,0
1012,c1_31,d0_3,0.09947766666666667,0.005082 & 0.196552 & 0.096799,0 & 1 & 2,1 & 2,0
1013,c1_31,d0_4,0.06193633333333332,0.006486 & 0.177137 & 0.002186,0 & 1 & 2,1 & 2,0
1014,c1_31,d0_5,0.07616766666666668,0.012444 & 0.155408 & 0.060651,0 & 1 & 2,1 & 2,0
1015,c1_31,d0_6,0.03873933333333333,0.017505 & 0.098442 & 0.000271,0 & 1 & 2,1 & 2,0
1016,c1_31,d0_7,0.06703433333333333,0.010987 & 0.177073 & 0.013043,0 & 1 & 2,1 & 2,0
1017,c1_31,d0_8,0.072466,0.014082 & 0.141316 & 0.062,0 & 1 & 2,1 & 2,0
1018,c1_31,d0_9,0.020229,0.004426 & 0.056171 & 9e-05,0 & 1 & 2,1 & 2,0
1019,c1_31,d0_10,0.284489,0.018999 & 0.369965 & 0.464503,0 & 1 & 2,1 & 2,0
1020,c0_6,d1_1,0.0038075,0.007615 & 0.0,0 & 2,0,2
1021,c0_6,d1_2,0.0046005,0.009178 & 2.3e-05,0 & 2,0,2
1022,c0_6,d1_3,0.004962,0.009924 & 0.0,0 & 2,0,2
1023,c0_6,d1_4,0.001682,0.003364 & 0.0,0 & 2,0,2
1024,c0_6,d1_5,0.000401,0.000802 & 0.0,0 & 2,0,2
1025,c0_6,d1_6,0.010072,0.020144 & 0.0,0 & 2,0,2
1026,c0_6,d1_7,0.0045325,0.009065 & 0.0,0 & 2,0,2
1027,c0_6,d1_8,0.051334,0.102668 & 0.0,0 & 2,0,2
1028,c0_6,d1_9,0.0096485,0.019297 & 0.0,0 & 2,0,2
1029,c0_6,d1_10,0.0235325,0.047065 & 0.0,0 & 2,0,2
1030,c0_6,d2_1,0.014757000000000001,0.029478 & 3.6e-05,0 & 1,0,1
1031,c0_6,d2_2,0.054462500000000004,0.108908 & 1.7e-05,0 & 1,0,1
1032,c0_6,d2_3,0.0009235,0.001846 & 1e-06,0 & 1,0,1
1033,c0_6,d2_4,0.002987,0.005958 & 1.6e-05,0 & 1,0,1
1034,c0_6,d2_5,0.004475,0.008912 & 3.8e-05,0 & 1,0,1
1035,c0_6,d2_6,0.022579000000000002,0.045012 & 0.000146,0 & 1,0,1
1036,c0_6,d2_7,0.0193635,0.038727 & 0.0,0 & 1,0,1
1037,c0_6,d2_8,0.0078615,0.015705 & 1.8e-05,0 & 1,0,1
1038,c0_6,d2_9,0.0024505,0.004894 & 7e-06,0 & 1,0,1
1039,c0_6,d2_10,0.005165,0.010139 & 0.000191,0 & 1,0,1
1040,c0_6,d0_1,0.999914,0.999914,0,0,0
1041,c0_6,d0_2,0.99997,0.99997,0,0,0
1042,c0_6,d0_3,0.999614,0.999614,0,0,0
1043,c0_6,d0_4,0.999703,0.999703,0,0,0
1044,c0_6,d0_5,0.999802,0.999802,0,0,0
1045,c0_6,d0_6,0.999923,0.999923,0,0,0
1046,c0_6,d0_7,0.999741,0.999741,0,0,0
1047,c0_6,d0_8,0.999932,0.999932,0,0,0
1048,c0_6,d0_9,0.999835,0.999835,0,0,0
1049,c0_6,d0_10,0.999863,0.999863,0,0,0
1050,c0_58,d1_1,0.046261,0.032896 & 0.059626,0 & 2,0,2
1051,c0_58,d1_2,0.034168000000000004,0.039631 & 0.028705,0 & 2,0,2
1052,c0_58,d1_3,0.04174,0.047006 & 0.036474,0 & 2,0,2
1053,c0_58,d1_4,0.103392,0.015622 & 0.191162,0 & 2,0,2
1054,c0_58,d1_5,0.0304895,0.003961 & 0.057018,0 & 2,0,2
1055,c0_58,d1_6,0.15279700000000002,0.084066 & 0.221528,0 & 2,0,2
1056,c0_58,d1_7,0.123384,0.03821 & 0.208558,0 & 2,0,2
1057,c0_58,d1_8,0.43565750000000003,0.35438 & 0.516935,0 & 2,0,2
1058,c0_58,d1_9,0.083716,0.070758 & 0.096674,0 & 2,0,2
1059,c0_58,d1_10,0.215016,0.104636 & 0.325396,0 & 2,0,2
1060,c0_58,d2_1,0.063729,0.121541 & 0.005917,0 & 1,0,1
1061,c0_58,d2_2,0.18280449999999998,0.362181 & 0.003428,0 & 1,0,1
1062,c0_58,d2_3,0.0041329999999999995,0.008133 & 0.000133,0 & 1,0,1
1063,c0_58,d2_4,0.013974,0.02588 & 0.002068,0 & 1,0,1
1064,c0_58,d2_5,0.020936,0.040683 & 0.001189,0 & 1,0,1
1065,c0_58,d2_6,0.0998425,0.197447 & 0.002238,0 & 1,0,1
1066,c0_58,d2_7,0.0468945,0.092571 & 0.001218,0 & 1,0,1
1067,c0_58,d2_8,0.042098500000000004,0.082054 & 0.002143,0 & 1,0,1
1068,c0_58,d2_9,0.014252500000000001,0.024157 & 0.004348,0 & 1,0,1
1069,c0_58,d2_10,0.0233985,0.045992 & 0.000805,0 & 1,0,1
1070,c0_58,d0_1,0.999944,0.999944,0,0,0
1071,c0_58,d0_2,0.99998,0.99998,0,0,0
1072,c0_58,d0_3,0.999747,0.999747,0,0,0
1073,c0_58,d0_4,0.999805,0.999805,0,0,0
1074,c0_58,d0_5,0.99987,0.99987,0,0,0
1075,c0_58,d0_6,0.99995,0.99995,0,0,0
1076,c0_58,d0_7,0.99983,0.99983,0,0,0
1077,c0_58,d0_8,0.999955,0.999955,0,0,0
1078,c0_58,d0_9,0.999891,0.999891,0,0,0
1079,c0_58,d0_10,0.99991,0.99991,0,0,0
1080,c1_10,d1_1,0.999997,0.999997,2,1 & 2,2
1081,c1_10,d1_2,0.999994,0.999994,2,1 & 2,2
1082,c1_10,d1_3,0.999217,0.999217,2,1 & 2,2
1083,c1_10,d1_4,0.999966,0.999966,2,1 & 2,2
1084,c1_10,d1_5,0.999932,0.999932,2,1 & 2,2
1085,c1_10,d1_6,0.999991,0.999991,2,1 & 2,2
1086,c1_10,d1_7,0.999974,0.999974,2,1 & 2,2
1087,c1_10,d1_8,0.999993,0.999993,2,1 & 2,2
1088,c1_10,d1_9,0.99995,0.99995,2,1 & 2,2
1089,c1_10,d1_10,0.999508,0.999508,2,1 & 2,2
1090,c1_10,d2_1,0.979978,0.979978,1,1 & 2,1
1091,c1_10,d2_2,0.998383,0.998383,1,1 & 2,1
1092,c1_10,d2_3,0.99947,0.99947,1,1 & 2,1
1093,c1_10,d2_4,0.549885,0.549885,1,1 & 2,1
1094,c1_10,d2_5,0.995466,0.995466,1,1 & 2,1
1095,c1_10,d2_6,0.815949,0.815949,1,1 & 2,1
1096,c1_10,d2_7,0.998819,0.998819,1,1 & 2,1
1097,c1_10,d2_8,0.495792,0.495792,1,1 & 2,1
1098,c1_10,d2_9,0.994696,0.994696,1,1 & 2,1
1099,c1_10,d2_10,0.624201,0.624201,1,1 & 2,1
1100,c1_10,d0_1,0.007090666666666668,0.01586 & 0.0054 & 1.2e-05,0 & 1 & 2,1 & 2,0
1101,c1_10,d0_2,0.039453666666666665,0.034571 & 0.016137 & 0.067653,0 & 1 & 2,1 & 2,0
1102,c1_10,d0_3,0.056554,0.006307 & 0.144531 & 0.018824,0 & 1 & 2,1 & 2,0
1103,c1_10,d0_4,0.010500333333333334,0.007698 & 0.023772 & 3.1e-05,0 & 1 & 2,1 & 2,0
1104,c1_10,d0_5,0.03963966666666666,0.013887 & 0.067549 & 0.037483,0 & 1 & 2,1 & 2,0
1105,c1_10,d0_6,0.02998366666666667,0.019524 & 0.070121 & 0.000306,0 & 1 & 2,1 & 2,0
1106,c1_10,d0_7,0.05459366666666667,0.013616 & 0.018699 & 0.131466,0 & 1 & 2,1 & 2,0
1107,c1_10,d0_8,0.027396,0.017249 & 0.050712 & 0.014227,0 & 1 & 2,1 & 2,0
1108,c1_10,d0_9,0.0025456666666666666,0.004944 & 0.002685 & 8e-06,0 & 1 & 2,1 & 2,0
1109,c1_10,d0_10,0.11489733333333331,0.021186 & 0.309619 & 0.013887,0 & 1 & 2,1 & 2,0
1110,c1_34,d1_1,1.0,1.0,2,1 & 2,2
1111,c1_34,d1_2,0.999997,0.999997,2,1 & 2,2
1112,c1_34,d1_3,0.999944,0.999944,2,1 & 2,2
1113,c1_34,d1_4,0.999679,0.999679,2,1 & 2,2
1114,c1_34,d1_5,0.999982,0.999982,2,1 & 2,2
1115,c1_34,d1_6,0.999989,0.999989,2,1 & 2,2
1116,c1_34,d1_7,0.99995,0.99995,2,1 & 2,2
1117,c1_34,d1_8,0.999938,0.999938,2,1 & 2,2
1118,c1_34,d1_9,0.999997,0.999997,2,1 & 2,2
1119,c1_34,d1_10,0.999886,0.999886,2,1 & 2,2
1120,c1_34,d2_1,0.989756,0.989756,1,1 & 2,1
1121,c1_34,d2_2,0.999849,0.999849,1,1 & 2,1
1122,c1_34,d2_3,0.999778,0.999778,1,1 & 2,1
1123,c1_34,d2_4,0.992426,0.992426,1,1 & 2,1
1124,c1_34,d2_5,0.999089,0.999089,1,1 & 2,1
1125,c1_34,d2_6,0.999414,0.999414,1,1 & 2,1
1126,c1_34,d2_7,0.999936,0.999936,1,1 & 2,1
1127,c1_34,d2_8,0.972992,0.972992,1,1 & 2,1
1128,c1_34,d2_9,0.998747,0.998747,1,1 & 2,1
1129,c1_34,d2_10,0.997486,0.997486,1,1 & 2,1
1130,c1_34,d0_1,0.04162333333333333,0.018748 & 0.106028 & 9.4e-05,0 & 1 & 2,1 & 2,0
1131,c1_34,d0_2,0.14960833333333334,0.033232 & 0.201053 & 0.21454,0 & 1 & 2,1 & 2,0
1132,c1_34,d0_3,0.10583666666666668,0.006722 & 0.231113 & 0.079675,0 & 1 & 2,1 & 2,0
1133,c1_34,d0_4,0.072667,0.008574 & 0.209174 & 0.000253,0 & 1 & 2,1 & 2,0
1134,c1_34,d0_5,0.13504733333333332,0.016422 & 0.184395 & 0.204325,0 & 1 & 2,1 & 2,0
1135,c1_34,d0_6,0.04727033333333334,0.023063 & 0.118292 & 0.000456,0 & 1 & 2,1 & 2,0
1136,c1_34,d0_7,0.10595399999999999,0.014504 & 0.209101 & 0.094257,0 & 1 & 2,1 & 2,0
1137,c1_34,d0_8,0.09817233333333332,0.017757 & 0.168199 & 0.108561,0 & 1 & 2,1 & 2,0
1138,c1_34,d0_9,0.021231333333333335,0.005856 & 0.057813 & 2.5e-05,0 & 1 & 2,1 & 2,0
1139,c1_34,d0_10,0.18359499999999998,0.025019 & 0.419554 & 0.106212,0 & 1 & 2,1 & 2,0
1140,c0_35,d1_1,0.278182,0.026791 & 0.529573,0 & 2,0,2
1141,c0_35,d1_2,0.1269095,0.032263 & 0.221556,0 & 2,0,2
1142,c0_35,d1_3,0.038955500000000004,0.03471 & 0.043201,0 & 2,0,2
1143,c0_35,d1_4,0.03102,0.01258 & 0.04946,0 & 2,0,2
1144,c0_35,d1_5,0.055666,0.00158 & 0.109752,0 & 2,0,2
1145,c0_35,d1_6,0.2716945,0.069031 & 0.474358,0 & 2,0,2
1146,c0_35,d1_7,0.133294,0.031776 & 0.234812,0 & 2,0,2
1147,c0_35,d1_8,0.2170665,0.131362 & 0.302771,0 & 2,0,2
1148,c0_35,d1_9,0.4082055,0.065934 & 0.750477,0 & 2,0,2
1149,c0_35,d1_10,0.2659555,0.133362 & 0.398549,0 & 2,0,2
1150,c0_35,d2_1,0.052278,0.098299 & 0.006257,0 & 1,0,1
1151,c0_35,d2_2,0.0560575,0.108323 & 0.003792,0 & 1,0,1
1152,c0_35,d2_3,0.0033669999999999998,0.006593 & 0.000141,0 & 1,0,1
1153,c0_35,d2_4,0.011618,0.021049 & 0.002187,0 & 1,0,1
1154,c0_35,d2_5,0.017363499999999997,0.033183 & 0.001544,0 & 1,0,1
1155,c0_35,d2_6,0.05711,0.109836 & 0.004384,0 & 1,0,1
1156,c0_35,d2_7,0.060153500000000006,0.120108 & 0.000199,0 & 1,0,1
1157,c0_35,d2_8,0.028547,0.054827 & 0.002267,0 & 1,0,1
1158,c0_35,d2_9,0.0109555,0.019058 & 0.002853,0 & 1,0,1
1159,c0_35,d2_10,0.0192985,0.037552 & 0.001045,0 & 1,0,1
1160,c0_35,d0_1,0.999632,0.999632,0,0,0
1161,c0_35,d0_2,0.999871,0.999871,0,0,0
1162,c0_35,d0_3,0.998365,0.998365,0,0,0
1163,c0_35,d0_4,0.99874,0.99874,0,0,0
1164,c0_35,d0_5,0.99916,0.99916,0,0,0
1165,c0_35,d0_6,0.999673,0.999673,0,0,0
1166,c0_35,d0_7,0.998899,0.998899,0,0,0
1167,c0_35,d0_8,0.999607,0.999607,0,0,0
1168,c0_35,d0_9,0.998717,0.998717,0,0,0
1169,c0_35,d0_10,0.999417,0.999417,0,0,0
1170,c1_26,d1_1,0.999998,0.999998,2,1 & 2,2
1171,c1_26,d1_2,0.99993,0.99993,2,1 & 2,2
1172,c1_26,d1_3,0.999337,0.999337,2,1 & 2,2
1173,c1_26,d1_4,0.999403,0.999403,2,1 & 2,2
1174,c1_26,d1_5,0.999818,0.999818,2,1 & 2,2
1175,c1_26,d1_6,0.99997,0.99997,2,1 & 2,2
1176,c1_26,d1_7,0.999928,0.999928,2,1 & 2,2
1177,c1_26,d1_8,0.999925,0.999925,2,1 & 2,2
1178,c1_26,d1_9,0.999995,0.999995,2,1 & 2,2
1179,c1_26,d1_10,0.999843,0.999843,2,1 & 2,2
1180,c1_26,d2_1,0.998978,0.998978,1,1 & 2,1
1181,c1_26,d2_2,0.999985,0.999985,1,1 & 2,1
1182,c1_26,d2_3,0.999958,0.999958,1,1 & 2,1
1183,c1_26,d2_4,0.999196,0.999196,1,1 & 2,1
1184,c1_26,d2_5,0.999907,0.999907,1,1 & 2,1
1185,c1_26,d2_6,0.999938,0.999938,1,1 & 2,1
1186,c1_26,d2_7,0.999994,0.999994,1,1 & 2,1
1187,c1_26,d2_8,0.997081,0.997081,1,1 & 2,1
1188,c1_26,d2_9,0.999876,0.999876,1,1 & 2,1
1189,c1_26,d2_10,0.999597,0.999597,1,1 & 2,1
1190,c1_26,d0_1,0.08262733333333333,0.142258 & 0.105531 & 9.3e-05,0 & 1 & 2,1 & 2,0
1191,c1_26,d0_2,0.20810499999999998,0.164612 & 0.191411 & 0.268292,0 & 1 & 2,1 & 2,0
1192,c1_26,d0_3,0.1428,0.19961 & 0.220427 & 0.008363,0 & 1 & 2,1 & 2,0
1193,c1_26,d0_4,0.138578,0.216141 & 0.199239 & 0.000354,0 & 1 & 2,1 & 2,0
1194,c1_26,d0_5,0.20341566666666666,0.178519 & 0.175376 & 0.256352,0 & 1 & 2,1 & 2,0
1195,c1_26,d0_6,0.08553233333333332,0.142756 & 0.112062 & 0.001779,0 & 1 & 2,1 & 2,0
1196,c1_26,d0_7,0.23955833333333335,0.252498 & 0.199169 & 0.267008,0 & 1 & 2,1 & 2,0
1197,c1_26,d0_8,0.13488899999999998,0.109675 & 0.159817 & 0.135175,0 & 1 & 2,1 & 2,0
1198,c1_26,d0_9,0.04705700000000001,0.083555 & 0.057527 & 8.9e-05,0 & 1 & 2,1 & 2,0
1199,c1_26,d0_10,0.33591166666666666,0.211686 & 0.677843 & 0.118206,0 & 1 & 2,1 & 2,0
1200,c0_9,d1_1,0.02593,0.05186 & 0.0,0 & 2,0,2
1201,c0_9,d1_2,0.0310155,0.06203 & 1e-06,0 & 2,0,2
1202,c0_9,d1_3,0.033342000000000004,0.06668 & 4e-06,0 & 2,0,2
1203,c0_9,d1_4,0.010829,0.021658 & 0.0,0 & 2,0,2
1204,c0_9,d1_5,0.0013585,0.002717 & 0.0,0 & 2,0,2
1205,c0_9,d1_6,0.064113,0.128226 & 0.0,0 & 2,0,2
1206,c0_9,d1_7,0.030607,0.061214 & 0.0,0 & 2,0,2
1207,c0_9,d1_8,0.096483,0.192966 & 0.0,0 & 2,0,2
1208,c0_9,d1_9,0.061499,0.122998 & 0.0,0 & 2,0,2
1209,c0_9,d1_10,0.0937885,0.187577 & 0.0,0 & 2,0,2
1210,c0_9,d2_1,0.1394815,0.173184 & 0.105779,0 & 1,0,1
1211,c0_9,d2_2,0.129509,0.164249 & 0.094769,0 & 1,0,1
1212,c0_9,d2_3,0.008125499999999999,0.013014 & 0.003237,0 & 1,0,1
1213,c0_9,d2_4,0.0494545,0.040971 & 0.057938,0 & 1,0,1
1214,c0_9,d2_5,0.039994999999999996,0.06384 & 0.01615,0 & 1,0,1
1215,c0_9,d2_6,0.306694,0.195638 & 0.41775,0 & 1,0,1
1216,c0_9,d2_7,0.0896015,0.169991 & 0.009212,0 & 1,0,1
1217,c0_9,d2_8,0.069245,0.103191 & 0.035299,0 & 1,0,1
1218,c0_9,d2_9,0.0470965,0.036774 & 0.057419,0 & 1,0,1
1219,c0_9,d2_10,0.0644095,0.071944 & 0.056875,0 & 1,0,1
1220,c0_9,d0_1,0.99927,0.99927,0,0,0
1221,c0_9,d0_2,0.999777,0.999777,0,0,0
1222,c0_9,d0_3,0.997166,0.997166,0,0,0
1223,c0_9,d0_4,0.997815,0.997815,0,0,0
1224,c0_9,d0_5,0.998543,0.998543,0,0,0
1225,c0_9,d0_6,0.99935,0.99935,0,0,0
1226,c0_9,d0_7,0.998092,0.998092,0,0,0
1227,c0_9,d0_8,0.99922,0.99922,0,0,0
1228,c0_9,d0_9,0.997458,0.997458,0,0,0
1229,c0_9,d0_10,0.998989,0.998989,0,0,0
1230,c2_28,d1_1,0.15842399999999998,0.316843 & 5e-06,1 & 2,1,2
1231,c2_28,d1_2,0.358766,0.715275 & 0.002257,1 & 2,1,2
1232,c2_28,d1_3,0.218419,0.434964 & 0.001874,1 & 2,1,2
1233,c2_28,d1_4,0.175046,0.350048 & 4.4e-05,1 & 2,1,2
1234,c2_28,d1_5,0.194271,0.388208 & 0.000334,1 & 2,1,2
1235,c2_28,d1_6,0.4198905,0.839511 & 0.00027,1 & 2,1,2
1236,c2_28,d1_7,0.035901,0.071786 & 1.6e-05,1 & 2,1,2
1237,c2_28,d1_8,0.0397345,0.079248 & 0.000221,1 & 2,1,2
1238,c2_28,d1_9,0.221142,0.442131 & 0.000153,1 & 2,1,2
1239,c2_28,d1_10,0.1381635,0.276215 & 0.000112,1 & 2,1,2
1240,c2_28,d2_1,0.983187,0.983187,1,1,1
1241,c2_28,d2_2,0.995479,0.995479,1,1,1
1242,c2_28,d2_3,0.95477,0.95477,1,1,1
1243,c2_28,d2_4,0.992324,0.992324,1,1,1
1244,c2_28,d2_5,0.970717,0.970717,1,1,1
1245,c2_28,d2_6,0.999338,0.999338,1,1,1
1246,c2_28,d2_7,0.996494,0.996494,1,1,1
1247,c2_28,d2_8,0.986925,0.986925,1,1,1
1248,c2_28,d2_9,0.991959,0.991959,1,1,1
1249,c2_28,d2_10,0.992126,0.992126,1,1,1
1250,c2_28,d0_1,0.078014,0.121384 & 0.034644,0 & 1,1,0
1251,c2_28,d0_2,0.1194045,0.140996 & 0.097813,0 & 1,1,0
